代码,简称,日期,开盘价(元),收盘价(元),总市值(元),industry,month,year,weight
600217.SH,中再资环,2010-02-23,7.05,6.85,4526480000.0,废弃资源综合利用业,2010-02,2010,0.25323088406218397
900907.SH,*ST鹏起B,2010-02-23,0.26,0.25,2014301912.0,废弃资源综合利用业,2010-02,2010,0.11268876786021534
600614.SH,*ST鹏起,2010-02-23,3.72,3.71,4244171418.0,废弃资源综合利用业,2010-02,2010,0.23743732001281193
002340.SZ,格林美,2010-02-23,2.37,2.5,5573070400.0,废弃资源综合利用业,2010-02,2010,0.3117816812032284
000820.SZ,*ST节能,2010-02-23,5.18,5.27,1516889185.0,废弃资源综合利用业,2010-02,2010,0.08486134686156036
600217.SH,中再资环,2010-02-24,6.82,6.93,4579344000.0,废弃资源综合利用业,2010-02,2010,0.2526952335321403
900907.SH,*ST鹏起B,2010-02-24,0.25,0.26,2045321131.0,废弃资源综合利用业,2010-02,2010,0.11286396061232051
600614.SH,*ST鹏起,2010-02-24,3.71,3.77,4312259730.0,废弃资源综合利用业,2010-02,2010,0.23795711340392733
002340.SZ,格林美,2010-02-24,2.48,2.53,5636528000.0,废弃资源综合利用业,2010-02,2010,0.3110322699649661
000820.SZ,*ST节能,2010-02-24,5.23,5.38,1548551009.0,废弃资源综合利用业,2010-02,2010,0.08545142248664579
600217.SH,中再资环,2010-02-25,6.87,6.9,4559520000.0,废弃资源综合利用业,2010-02,2010,0.24709936404204808
900907.SH,*ST鹏起B,2010-02-25,0.26,0.26,2091775062.0,废弃资源综合利用业,2010-02,2010,0.11336199589851907
600614.SH,*ST鹏起,2010-02-25,3.78,3.88,4442762327.0,废弃资源综合利用业,2010-02,2010,0.240771779834647
002340.SZ,格林美,2010-02-25,2.53,2.6,5795172000.0,废弃资源综合利用业,2010-02,2010,0.31406448830453293
000820.SZ,*ST节能,2010-02-25,5.39,5.43,1562942747.0,废弃资源综合利用业,2010-02,2010,0.08470237192025293
600217.SH,中再资环,2010-02-26,6.87,6.88,4546304000.0,废弃资源综合利用业,2010-02,2010,0.24719535788207592
900907.SH,*ST鹏起B,2010-02-26,0.26,0.26,2083997221.0,废弃资源综合利用业,2010-02,2010,0.1133128006552898
600614.SH,*ST鹏起,2010-02-26,3.88,3.84,4397370119.0,废弃资源综合利用业,2010-02,2010,0.23909740314465372
002340.SZ,格林美,2010-02-26,2.6,2.6,5795172000.0,废弃资源综合利用业,2010-02,2010,0.31509982978001155
000820.SZ,*ST节能,2010-02-26,5.42,5.45,1568699442.0,废弃资源综合利用业,2010-02,2010,0.08529460853796904
